Date,Area Name,Electric,Plug-In Hybrid*,Hybrid,All Hybrids,Gas,Diesel,Electric: Difference,Plug-In Hybrid*: Difference,Hybrid: Difference,All Hybrids: Difference,Gas: Difference,Diesel: Difference,Year,Month
2018-10-01 00:00:00,Anson County,1,1,89,90,18536,1417,0,,-2,-1,43,-4,2018,10
2018-10-01 00:00:00,Avery County,9,4,109,113,15209,1520,1,0,1,1,60,6,2018,10
2018-10-01 00:00:00,Bertie County,,1,78,79,15647,1189,,0,0,0,14,14,2018,10
2018-10-01 00:00:00,Catawba County,63,71,1481,1552,130759,8964,4,3,20,23,366,64,2018,10
2018-10-01 00:00:00,Cherokee County,3,21,209,230,24244,1795,0,0,-1,-1,124,12,2018,10
2018-10-01 00:00:00,Clay County,3,8,149,157,9468,799,0,2,-3,-1,45,8,2018,10
2018-10-01 00:00:00,Franklin County,8,27,545,572,49146,2985,-2,4,5,9,125,16,2018,10
2018-10-01 00:00:00,Jones County,,3,43,46,8353,600,,0,2,2,88,11,2018,10
2018-10-01 00:00:00,Moore County,52,75,1632,1707,78107,9317,2,1,12,13,239,-1441,2018,10
2018-10-01 00:00:00,New Hanover County,134,129,2994,3123,149589,6438,9,4,19,23,1070,96,2018,10
2018-10-01 00:00:00,Onslow County,21,70,1435,1505,122189,6248,-3,3,7,10,869,72,2018,10
2018-10-01 00:00:00,Pamlico County,5,6,120,126,10592,810,1,0,-1,-1,126,11,2018,10
2018-10-01 00:00:00,Person County,7,9,312,321,36056,2170,0,0,3,3,133,3,2018,10
2018-10-01 00:00:00,Rowan County,32,60,1091,1151,110362,9029,2,3,9,12,215,29,2018,10
2018-10-01 00:00:00,Yancey County,5,4,211,215,17233,1515,0,0,-2,-2,67,13,2018,10
2019-08-01 00:00:00,Avery County,11,4,114,118,15666,1587,-1,0,1,1,-4,13,2019,08
2019-08-01 00:00:00,Guilford County,427,336,6937,7273,359226,20425,18,3,76,79,777,60,2019,08
2019-08-01 00:00:00,Harnett County,45,71,1019,1090,91587,5443,1,-1,22,21,367,10,2019,08
2019-08-01 00:00:00,Haywood County,37,46,662,708,53034,4008,0,-3,6,3,288,13,2019,08
2019-08-01 00:00:00,Hoke County,8,18,381,399,37814,1972,-1,-1,10,9,114,25,2019,08
2019-08-01 00:00:00,Hyde County,4,,21,21,3682,503,-1,,1,1,-2,1,2019,08
2019-08-01 00:00:00,Jackson County,14,31,407,438,29848,2525,2,-2,-6,-8,85,24,2019,08
2019-08-01 00:00:00,Lincoln County,46,61,782,843,72365,5134,1,1,-4,-3,205,44,2019,08
2019-08-01 00:00:00,Mecklenburg County,1582,1091,14749,15840,729750,31325,77,19,34,53,1997,146,2019,08
2019-08-01 00:00:00,Montgomery County,8,9,194,203,22842,1622,2,0,2,2,137,24,2019,08
2019-08-01 00:00:00,Nash County,25,23,606,629,76732,5204,3,-2,5,3,323,23,2019,08
2019-08-01 00:00:00,Rockingham County,13,37,600,637,77792,4751,-1,1,-4,-3,282,22,2019,08
2019-08-01 00:00:00,Stanly County,16,28,365,393,53096,4411,3,0,5,5,90,5,2019,08
2019-08-01 00:00:00,Wake County,2884,1683,21699,23382,779767,32822,72,11,140,151,2275,136,2019,08
2020-03-01 00:00:00,Alexander County,8,24,302,326,34291,2714,0,-1,5,4,59,-30,2020,03
2020-03-01 00:00:00,Burke County,33,35,722,757,74098,4376,2,-1,3,2,115,1,2020,03
2020-03-01 00:00:00,Catawba County,93,99,1603,1702,137978,9388,-2,1,13,14,405,10,2020,03
2020-03-01 00:00:00,Clay County,3,13,177,190,10002,825,0,0,7,7,-25,-3,2020,03
2020-03-01 00:00:00,Cleveland County,23,22,611,633,82456,5132,2,-1,14,13,365,6,2020,03
2020-03-01 00:00:00,Gaston County,124,97,1719,1816,161883,8629,5,-2,9,7,510,125,2020,03
2020-03-01 00:00:00,Greene County,1,2,119,121,14958,1081,0,0,6,6,13,-4,2020,03
2020-03-01 00:00:00,Hertford County,1,2,92,94,17035,1301,0,0,3,3,61,-8,2020,03
2020-03-01 00:00:00,Jackson County,14,33,438,471,29983,2562,1,-1,1,0,-25,-17,2020,03
2020-03-01 00:00:00,New Hanover County,295,180,3211,3391,157161,7100,12,5,19,24,131,53,2020,03
2020-03-01 00:00:00,Orange County,680,422,5219,5641,92167,3914,11,-1,30,29,-59,10,2020,03
2020-03-01 00:00:00,Tyrrell County,,1,25,26,2796,285,,0,-2,-2,5,-1,2020,03
2020-03-01 00:00:00,Washington County,1,2,54,56,9264,628,0,0,0,0,20,-10,2020,03
2020-03-01 00:00:00,Yancey County,8,17,231,248,17860,1582,1,0,3,3,7,-22,2020,03
2020-08-01 00:00:00,Alleghany County,4,5,90,95,10598,1305,0,2,-3,-1,40,13,2020,08
2020-08-01 00:00:00,Anson County,2,1,82,83,18592,1441,-1,0,-1,-1,11,18,2020,08
2020-08-01 00:00:00,Burke County,36,39,709,748,73246,4408,2,1,10,11,-129,4,2020,08
2020-08-01 00:00:00,Cabarrus County,290,137,2304,2441,157604,8909,3,-4,22,18,42,92,2020,08
2020-08-01 00:00:00,Cleveland County,25,22,616,638,81268,5180,1,3,-1,2,-95,23,2020,08
2020-08-01 00:00:00,Currituck County,17,10,301,311,24125,2249,0,1,4,5,-1,-14,2020,08
2020-08-01 00:00:00,Greene County,2,2,121,123,14704,1093,0,0,1,1,-8,12,2020,08
2020-08-01 00:00:00,Haywood County,47,49,689,738,53179,4078,2,0,1,1,50,39,2020,08
2020-08-01 00:00:00,Johnston County,132,127,1958,2085,153894,9469,6,-1,31,30,57,41,2020,08
2020-08-01 00:00:00,Lincoln County,69,65,777,842,71688,5259,1,1,8,9,-355,18,2020,08
2020-08-01 00:00:00,Moore County,112,95,1681,1776,81377,11755,4,3,3,6,99,14,2020,08
2020-08-01 00:00:00,Perquimans County,3,9,138,147,11151,916,0,0,0,0,25,9,2020,08
2020-08-01 00:00:00,Vance County,15,14,263,277,34630,1703,0,1,2,3,37,-4,2020,08
2020-08-01 00:00:00,Wilkes County,14,14,579,593,61440,4721,0,0,-3,-3,-133,-10,2020,08
2019-07-01 00:00:00,Alleghany County,2,4,92,96,10744,1280,0,0,-5,-5,33,13,2019,07
2019-07-01 00:00:00,Caldwell County,25,28,584,612,70858,4659,2,1,5,6,45,-4,2019,07
2019-07-01 00:00:00,Clay County,4,11,167,178,9892,832,0,0,6,6,74,3,2019,07
2019-07-01 00:00:00,Cumberland County,97,163,2537,2700,212562,8828,0,7,-1,6,-153,6,2019,07
2019-07-01 00:00:00,Graham County,,2,43,45,6905,894,,0,1,1,45,0,2019,07
2019-07-01 00:00:00,Hertford County,1,2,83,85,16920,1377,0,0,3,3,67,12,2019,07
2019-07-01 00:00:00,Jones County,1,3,53,56,8501,636,0,0,1,1,7,2,2019,07
2019-07-01 00:00:00,Lee County,23,27,629,656,46798,2697,-2,0,-8,-8,67,20,2019,07
2019-07-01 00:00:00,McDowell County,12,18,328,346,39671,2491,0,1,3,4,42,2,2019,07
2019-07-01 00:00:00,Mitchell County,5,5,129,134,14566,1148,0,0,5,5,2,26,2019,07
2019-07-01 00:00:00,Rowan County,38,74,1141,1215,113253,9607,3,-3,17,14,204,52,2019,07
2019-07-01 00:00:00,Stokes County,6,15,362,377,43958,3116,0,0,5,5,178,4,2019,07
2019-07-01 00:00:00,Wake County,2812,1672,21559,23231,777492,32686,135,32,68,100,81,87,2019,07
2019-07-01 00:00:00,Washington County,,1,50,51,9235,626,,0,-3,-3,33,4,2019,07
2019-03-01 00:00:00,Burke County,23,32,655,687,72106,4221,0,0,17,17,928,49,2019,03
2019-03-01 00:00:00,Catawba County,66,84,1518,1602,134078,9152,2,6,17,23,1866,152,2019,03
2019-03-01 00:00:00,Chowan County,5,4,125,129,11272,948,0,0,3,3,147,9,2019,03
2019-03-01 00:00:00,Cumberland County,80,150,2510,2660,212432,8579,2,-1,34,33,3096,79,2019,03
2019-03-01 00:00:00,Dare County,19,28,523,551,33676,2364,1,1,1,2,259,23,2019,03
2019-03-01 00:00:00,Hertford County,,2,82,84,16925,1369,,0,-2,-2,268,11,2019,03
2019-03-01 00:00:00,Iredell County,117,125,1858,1983,145950,9889,0,2,28,30,1531,112,2019,03
2019-03-01 00:00:00,Lee County,20,21,605,626,46795,2652,3,1,-3,-2,576,4,2019,03
2019-03-01 00:00:00,Mecklenburg County,1243,1026,13954,14980,714050,30549,43,32,122,154,11366,333,2019,03
2019-03-01 00:00:00,New Hanover County,183,146,3127,3273,153723,6662,0,3,52,55,1547,4,2019,03
2019-03-01 00:00:00,Northampton County,,1,93,94,16496,1240,,0,2,2,226,24,2019,03
2019-03-01 00:00:00,Scotland County,3,4,169,173,24501,847,0,1,3,4,252,5,2019,03
2019-03-01 00:00:00,Washington County,,1,52,53,9263,624,,0,1,1,124,-5,2019,03
2020-10-01 00:00:00,Alamance County,143,114,1842,1956,129079,7024,7,1,6,7,716,117,2020,10
2020-10-01 00:00:00,Alleghany County,3,5,92,97,10642,1322,-1,0,0,0,69,17,2020,10
2020-10-01 00:00:00,Anson County,2,1,87,88,18766,1470,0,0,3,3,129,16,2020,10
2020-10-01 00:00:00,Camden County,4,7,135,142,9303,888,1,0,2,2,94,34,2020,10
2020-10-01 00:00:00,Carteret County,70,46,788,834,58342,3968,6,1,18,19,502,28,2020,10
2020-10-01 00:00:00,Cherokee County,10,20,221,241,24977,1947,1,0,-2,-2,110,20,2020,10
2020-10-01 00:00:00,Chowan County,11,3,121,124,11442,919,1,0,2,2,60,8,2020,10
2020-10-01 00:00:00,Davie County,32,22,492,514,38755,3229,1,-1,12,11,211,17,2020,10
2020-10-01 00:00:00,Forsyth County,341,251,4860,5111,265490,13831,23,2,24,26,973,153,2020,10
2020-10-01 00:00:00,Harnett County,70,69,1075,1144,92752,5781,1,2,20,22,698,56,2020,10
2020-10-01 00:00:00,Nash County,34,23,636,659,77025,5221,3,0,5,5,416,19,2020,10
2020-10-01 00:00:00,Rockingham County,27,35,632,667,77523,4837,2,1,6,7,260,42,2020,10
2020-10-01 00:00:00,Stokes County,7,19,390,409,43688,3177,1,0,11,11,57,2,2020,10
2020-12-01 00:00:00,Burke County,39,39,738,777,73490,4485,0,-1,8,7,249,9,2020,12
2020-12-01 00:00:00,Columbus County,4,7,259,266,42247,3013,0,0,-2,-2,-214,1,2020,12
2020-12-01 00:00:00,Craven County,57,51,1102,1153,77100,4483,2,-3,24,21,-13,45,2020,12
2020-12-01 00:00:00,Dare County,51,48,557,605,34015,2581,2,3,6,9,145,23,2020,12
2020-12-01 00:00:00,Gaston County,157,99,1758,1857,158063,8896,3,0,9,9,63,52,2020,12
2020-12-01 00:00:00,Guilford County,670,373,7225,7598,354030,20082,18,8,48,56,-7,32,2020,12
2020-12-01 00:00:00,Jackson County,19,37,427,464,29591,2647,2,2,7,9,51,23,2020,12
2020-12-01 00:00:00,Macon County,30,31,362,393,31491,2726,3,-1,-1,-2,30,12,2020,12
2020-12-01 00:00:00,Martin County,1,6,121,127,19014,1137,0,0,-1,-1,6,0,2020,12
2020-12-01 00:00:00,New Hanover County,380,195,3286,3481,154108,7235,9,7,44,51,156,58,2020,12
2020-12-01 00:00:00,Pender County,37,38,711,749,49880,3561,6,0,2,2,-54,-12,2020,12
2020-12-01 00:00:00,Warren County,13,11,121,132,16492,995,1,-1,-1,-2,22,12,2020,12
2020-12-01 00:00:00,Watauga County,68,37,623,660,34945,2912,4,0,13,13,17,25,2020,12
2020-11-01 00:00:00,Bladen County,7,4,160,164,26761,1904,-1,0,-1,-1,-132,-9,2020,11
2020-11-01 00:00:00,Carteret County,73,50,799,849,58260,3993,3,4,11,15,-82,25,2020,11
2020-11-01 00:00:00,Gaston County,154,99,1749,1848,158000,8844,3,5,3,8,-418,13,2020,11
2020-11-01 00:00:00,Greene County,3,1,116,117,14690,1078,0,0,-4,-4,-8,-9,2020,11
2020-11-01 00:00:00,Jones County,2,4,50,54,8283,657,0,0,-2,-2,-48,-1,2020,11
2020-11-01 00:00:00,Macon County,27,32,363,395,31461,2714,4,-1,6,5,-13,22,2020,11
2020-11-01 00:00:00,Martin County,1,6,122,128,19008,1137,0,1,5,6,23,-7,2020,11
2020-11-01 00:00:00,Moore County,137,99,1723,1822,82176,12060,4,3,13,16,-33,6,2020,11
2020-11-01 00:00:00,Surry County,27,28,571,599,65699,10012,-3,0,7,7,-61,3,2020,11
2020-11-01 00:00:00,Swain County,5,4,156,160,13315,1376,0,0,0,0,-30,11,2020,11
2020-11-01 00:00:00,Transylvania County,54,27,612,639,26981,2149,0,1,4,5,-71,15,2020,11
2020-11-01 00:00:00,Washington County,2,3,58,61,9148,637,1,2,1,3,4,-2,2020,11
2020-11-01 00:00:00,Wilkes County,14,16,601,617,61685,4739,-1,1,11,12,-87,7,2020,11
2019-11-01 00:00:00,Burke County,29,36,715,751,73474,4318,0,1,2,3,62,13,2019,11
2019-11-01 00:00:00,Clay County,3,12,168,180,9943,811,0,1,-2,-1,16,-4,2019,11
2019-11-01 00:00:00,Cleveland County,21,24,586,610,81158,5050,-1,1,2,3,-315,-28,2019,11
2019-11-01 00:00:00,Cumberland County,111,174,2516,2690,212257,8942,-1,3,-30,-27,-972,19,2019,11
2019-11-01 00:00:00,Franklin County,26,36,648,684,51856,3225,4,0,4,4,2,5,2019,11
2019-11-01 00:00:00,Granville County,28,36,514,550,48548,2563,-2,2,-4,-2,-67,4,2019,11
2019-11-01 00:00:00,Guilford County,478,348,6986,7334,358221,20666,8,9,-11,-2,-1296,51,2019,11
2019-11-01 00:00:00,McDowell County,15,19,346,365,39645,2484,1,-2,0,-2,-141,2,2019,11
2019-11-01 00:00:00,Person County,13,13,330,343,37109,2543,0,0,-2,-2,-47,1,2019,11
2019-11-01 00:00:00,Tyrrell County,,1,25,26,2716,276,,0,-2,-2,-15,-3,2019,11
2019-11-01 00:00:00,Washington County,,2,56,58,9224,648,,1,2,3,-15,2,2019,11
2019-11-01 00:00:00,Wayne County,20,36,769,805,89936,4914,0,-1,5,4,73,16,2019,11
2019-11-01 00:00:00,Yadkin County,5,11,258,269,36578,3096,0,-1,0,-1,-96,-13,2019,11
2019-09-01 00:00:00,Caswell County,2,6,155,161,20856,1273,0,0,2,2,-74,13,2019,09
2019-09-01 00:00:00,Cumberland County,103,171,2532,2703,212175,8872,4,2,-4,-2,-666,41,2019,09
2019-09-01 00:00:00,Granville County,30,34,520,554,48373,2540,3,2,0,2,59,5,2019,09
2019-09-01 00:00:00,Hoke County,9,18,380,398,37658,1968,1,0,-1,-1,-156,-4,2019,09
2019-09-01 00:00:00,Lee County,29,27,628,655,46725,2718,2,1,2,3,-79,17,2019,09
2019-09-01 00:00:00,Lincoln County,48,64,778,842,72341,5152,2,3,-4,-1,-24,18,2019,09
2019-09-01 00:00:00,Martin County,1,4,117,121,19149,1170,0,0,-7,-7,-98,3,2019,09
2019-09-01 00:00:00,Mitchell County,6,5,128,133,14579,1142,1,0,-1,-1,7,-1,2019,09
2019-09-01 00:00:00,Pasquotank County,9,19,291,310,29451,1871,0,0,-4,-4,-115,5,2019,09
2019-09-01 00:00:00,Robeson County,8,12,502,514,88320,4451,0,-1,9,8,-245,37,2019,09
2019-09-01 00:00:00,Vance County,12,14,231,245,34739,1645,0,-1,-3,-4,-122,-1,2019,09
2019-09-01 00:00:00,Wayne County,20,36,751,787,89341,4869,0,1,-8,-7,-170,-18,2019,09
2019-09-01 00:00:00,Yadkin County,5,12,255,267,36664,3084,0,0,3,3,-83,12,2019,09
2019-04-01 00:00:00,Avery County,12,4,112,116,15556,1554,0,0,3,3,88,15,2019,04
2019-04-01 00:00:00,Columbus County,1,5,257,262,43139,2911,0,0,1,1,-12,24,2019,04
2019-04-01 00:00:00,Craven County,31,48,1054,1102,77130,3566,-1,2,2,4,381,34,2019,04
2019-04-01 00:00:00,Greene County,1,2,105,107,14921,1073,0,0,7,7,40,-1,2019,04
2019-04-01 00:00:00,Haywood County,29,48,643,691,52364,3944,-2,2,13,15,329,28,2019,04
2019-04-01 00:00:00,Hertford County,1,2,80,82,16905,1360,,0,-2,-2,-20,-9,2019,04
2019-04-01 00:00:00,Mecklenburg County,1308,1047,14304,15351,718725,30714,65,21,350,371,4675,165,2019,04
2019-04-01 00:00:00,New Hanover County,195,150,3125,3275,154365,6712,12,4,-2,2,642,50,2019,04
2019-04-01 00:00:00,Perquimans County,2,5,130,135,11203,904,0,0,-1,-1,76,-4,2019,04
2019-04-01 00:00:00,Polk County,8,15,353,368,18204,1651,1,1,2,3,31,-9,2019,04
2019-04-01 00:00:00,Robeson County,8,11,486,497,87967,4381,1,2,0,2,287,42,2019,04
2019-04-01 00:00:00,Rockingham County,13,38,599,637,77388,4704,2,1,6,7,142,33,2019,04
2020-09-01 00:00:00,Cabarrus County,298,136,2319,2455,157929,8936,8,-1,15,14,315,26,2020,09
2020-09-01 00:00:00,Cleveland County,24,22,625,647,81279,5203,-1,0,9,9,15,23,2020,09
2020-09-01 00:00:00,Craven County,51,51,1068,1119,76483,4392,-1,3,-1,2,227,4,2020,09
2020-09-01 00:00:00,Forsyth County,318,249,4836,5085,264517,13678,17,7,33,40,245,106,2020,09
2020-09-01 00:00:00,Gaston County,145,90,1740,1830,157698,8747,1,2,11,13,39,50,2020,09
2020-09-01 00:00:00,Henderson County,104,111,1958,2069,94276,6022,0,-1,7,6,115,34,2020,09
2020-09-01 00:00:00,Johnston County,132,133,1966,2099,154532,9575,0,6,7,13,651,110,2020,09
2020-09-01 00:00:00,Mitchell County,7,7,127,134,14181,1124,0,0,-3,-3,6,5,2020,09
2020-09-01 00:00:00,Onslow County,68,86,1611,1697,124585,7018,5,2,40,42,-131,78,2020,09
2020-09-01 00:00:00,Transylvania County,48,27,600,627,27013,2121,1,1,14,15,-2,11,2020,09
2020-09-01 00:00:00,Union County,464,200,2576,2776,176416,12130,16,-3,13,10,114,108,2020,09
2020-07-01 00:00:00,Ashe County,10,13,213,226,24913,2445,1,0,6,6,94,28,2020,07
2020-07-01 00:00:00,Beaufort County,21,13,469,482,38923,3142,1,1,7,8,161,38,2020,07
2020-07-01 00:00:00,Burke County,34,38,699,737,73375,4404,1,2,2,4,306,17,2020,07
2020-07-01 00:00:00,Davidson County,42,77,1272,1349,137548,18643,2,-1,10,9,147,30,2020,07
2020-07-01 00:00:00,Gates County,4,5,74,79,9811,807,0,1,-2,-1,-30,6,2020,07
2020-07-01 00:00:00,Hoke County,15,19,361,380,37567,2045,1,0,3,3,214,-34,2020,07
2020-07-01 00:00:00,Macon County,22,32,354,386,31361,2679,1,1,0,1,-92,-1,2020,07
2020-07-01 00:00:00,Pasquotank County,12,18,309,327,29483,1808,1,0,12,12,84,-10,2020,07
2020-07-01 00:00:00,Perquimans County,3,9,138,147,11126,907,0,2,3,5,12,9,2020,07
2020-07-01 00:00:00,Stokes County,4,18,370,388,43625,3193,-1,2,4,6,26,14,2020,07
2020-07-01 00:00:00,Tyrrell County,,1,22,23,2746,290,,0,-1,-1,-9,1,2020,07
2019-06-01 00:00:00,Currituck County,7,10,279,289,23672,2176,0,0,1,1,21,9,2019,06
2019-06-01 00:00:00,Granville County,24,33,512,545,47938,2506,2,0,4,4,-10,-27,2019,06
2019-06-01 00:00:00,Greene County,1,2,109,111,14898,1090,0,0,0,0,-71,6,2019,06
2019-06-01 00:00:00,Mecklenburg County,1435,1074,14603,15677,724954,31129,62,13,124,137,1611,235,2019,06
2019-06-01 00:00:00,Northampton County,1,,93,93,16504,1270,0,,-2,-2,-10,12,2019,06
2019-06-01 00:00:00,Pender County,15,29,636,665,49382,3297,2,-3,-4,-7,-121,-1,2019,06
2019-06-01 00:00:00,Randolph County,30,65,1127,1192,121197,9154,0,0,-8,-8,-262,3,2019,06
2019-06-01 00:00:00,Stanly County,12,27,357,384,52926,4382,-1,0,2,2,94,25,2019,06
2019-06-01 00:00:00,Tyrrell County,,1,24,25,2704,290,,0,-1,-1,-1,22,2019,06
2019-06-01 00:00:00,Wilkes County,11,13,535,548,61960,4668,1,0,2,2,-148,-3,2019,06
2018-11-01 00:00:00,Alamance County,72,81,1642,1723,123897,6568,5,-1,21,20,207,15,2018,11
2018-11-01 00:00:00,Burke County,20,28,643,671,69920,4111,-1,2,-4,-2,-119,7,2018,11
2018-11-01 00:00:00,Clay County,3,8,147,155,9481,816,0,0,-2,-2,13,17,2018,11
2018-11-01 00:00:00,Cleveland County,9,19,569,588,76781,4820,0,0,-1,-1,-293,11,2018,11
2018-11-01 00:00:00,Halifax County,3,9,241,250,41866,1988,0,0,1,1,-48,1,2018,11
2018-11-01 00:00:00,Hyde County,5,,21,21,3691,497,0,,1,1,44,-8,2018,11
2018-11-01 00:00:00,Onslow County,24,73,1437,1510,122610,6299,3,3,2,5,421,51,2018,11
2018-11-01 00:00:00,Perquimans County,1,5,136,141,10924,896,0,0,-2,-2,26,-2,2018,11
2018-11-01 00:00:00,Rockingham County,10,33,565,598,75564,4565,0,0,1,1,-16,36,2018,11
2018-11-01 00:00:00,Union County,177,159,2491,2650,170720,11250,2,-2,4,2,62,73,2018,11
2018-09-01 00:00:00,Alleghany County,2,3,87,90,10523,1256,,,,,,,2018,09
2018-09-01 00:00:00,Buncombe County,301,365,5608,5973,195159,11783,,,,,,,2018,09
2018-09-01 00:00:00,Cherokee County,3,21,210,231,24120,1783,,,,,,,2018,09
2018-09-01 00:00:00,Davie County,8,19,431,450,37852,2905,,,,,,,2018,09
2018-09-01 00:00:00,Durham County,448,364,6446,6810,191108,5518,,,,,,,2018,09
2018-09-01 00:00:00,Granville County,9,26,457,483,45823,2413,,,,,,,2018,09
2018-09-01 00:00:00,Jackson County,9,32,375,407,28785,2391,,,,,,,2018,09
2018-09-01 00:00:00,Johnston County,48,117,1705,1822,145705,8500,,,,,,,2018,09
2018-09-01 00:00:00,Martin County,1,2,115,117,18617,1092,,,,,,,2018,09
2018-09-01 00:00:00,Mitchell County,3,7,125,132,14202,1079,,,,,,,2018,09
2018-09-01 00:00:00,Polk County,8,12,342,354,17908,1615,,,,,,,2018,09
2018-09-01 00:00:00,Robeson County,7,12,484,496,83226,4196,,,,,,,2018,09
2018-09-01 00:00:00,Vance County,9,7,222,229,34233,1554,,,,,,,2018,09
2018-09-01 00:00:00,Washington County,,1,48,49,9055,612,,,,,,,2018,09
2018-09-01 00:00:00,Yadkin County,3,12,241,253,35585,2923,,,,,,,2018,09
2019-10-01 00:00:00,Bladen County,4,3,166,169,27145,1859,1,0,-4,-4,112,-22,2019,10
2019-10-01 00:00:00,Graham County,,2,47,49,6934,911,,0,3,3,12,-2,2019,10
2019-10-01 00:00:00,Hoke County,9,18,382,400,37891,1999,0,0,2,2,233,31,2019,10
2019-10-01 00:00:00,Hyde County,5,,24,24,3756,505,0,,3,3,88,6,2019,10
2019-10-01 00:00:00,Johnston County,95,141,1908,2049,155190,9342,-1,3,16,19,732,100,2019,10
2019-10-01 00:00:00,Madison County,14,18,296,314,20952,1914,1,0,0,0,48,8,2019,10
2019-10-01 00:00:00,Onslow County,42,94,1532,1626,127292,6841,4,-1,15,14,727,120,2019,10
2019-10-01 00:00:00,Rowan County,44,75,1161,1236,113718,9619,1,-1,6,5,358,182,2019,10
2019-10-01 00:00:00,Yancey County,7,17,223,240,17868,1608,0,1,-1,0,97,8,2019,10
2019-12-01 00:00:00,Caswell County,2,5,158,163,20882,1282,0,-1,-2,-3,-23,5,2019,12
2019-12-01 00:00:00,Davie County,27,28,467,495,39172,3125,5,1,-5,-4,112,2,2019,12
2019-12-01 00:00:00,Greene County,1,1,113,114,14846,1087,0,0,-3,-3,0,0,2019,12
2019-12-01 00:00:00,Macon County,20,31,398,429,32681,2640,1,-1,0,-1,-88,1,2019,12
2019-12-01 00:00:00,Moore County,88,85,1705,1790,82242,11797,0,1,2,3,267,-71,2019,12
2019-12-01 00:00:00,Pitt County,83,75,1577,1652,111481,5148,3,3,2,5,243,-7,2019,12
2019-12-01 00:00:00,Vance County,13,12,241,253,34752,1679,0,-1,-3,-4,-5,5,2019,12
2021-12-31 00:00:00,Beaufort County,41,20,521,541,40306,3414,2,2,6,8,35,4,2021,12
2021-12-31 00:00:00,Burke County,68,48,830,878,74889,4604,6,2,9,11,140,54,2021,12
2021-12-31 00:00:00,Caswell County,7,11,208,219,21317,1475,0,-1,2,1,61,4,2021,12
2021-12-31 00:00:00,Cleveland County,58,39,743,782,83730,5513,2,1,6,7,157,39,2021,12
2021-12-31 00:00:00,Gates County,6,5,84,89,9929,857,0,0,-2,-2,-16,2,2021,12
2021-12-31 00:00:00,Lincoln County,159,83,963,1046,75193,5884,11,2,12,14,231,43,2021,12
2021-12-31 00:00:00,Onslow County,142,133,2014,2147,129461,7577,9,4,43,47,16,25,2021,12
2021-12-31 00:00:00,Polk County,35,21,425,446,18351,1810,1,0,8,8,1,-8,2021,12
2021-12-31 00:00:00,Wayne County,80,49,918,967,92358,5061,4,3,8,11,-1,3,2021,12
2021-12-31 00:00:00,Wilson County,54,25,600,625,62208,4256,4,1,14,15,-59,-27,2021,12
2021-12-31 00:00:00,Yadkin County,23,15,328,343,36628,3381,2,1,4,5,-27,19,2021,12
2021-12-31 00:00:00,Yancey County,16,22,287,309,18187,1704,0,-1,7,6,-82,-4,2021,12
2021-06-30 00:00:00,Anson County,1,,92,92,19015,1545,-1,,1,1,-118,12,2021,06
2021-06-30 00:00:00,Beaufort County,33,15,498,513,40243,3408,3,0,5,5,27,50,2021,06
2021-06-30 00:00:00,Camden County,8,9,146,155,9586,912,0,-1,4,3,40,12,2021,06
2021-06-30 00:00:00,Cleveland County,45,27,704,731,83631,5439,7,1,4,5,3,13,2021,06
2021-06-30 00:00:00,Duplin County,16,15,292,307,45544,4032,3,2,1,3,3,8,2021,06
2021-06-30 00:00:00,Durham County,1193,609,8058,8667,200526,6445,52,14,141,155,686,33,2021,06
2021-06-30 00:00:00,Graham County,1,4,49,53,7052,789,0,0,0,0,6,14,2021,06
2021-06-30 00:00:00,Hyde County,4,2,28,30,3560,488,0,0,0,0,2,-3,2021,06
2021-06-30 00:00:00,Iredell County,311,167,2250,2417,152603,10664,4,5,64,69,228,-28,2021,06
2021-06-30 00:00:00,Johnston County,225,177,2271,2448,163137,10333,21,11,60,71,399,104,2021,06
2021-06-30 00:00:00,Lee County,62,45,749,794,47474,2962,7,2,23,25,125,16,2021,06
2021-06-30 00:00:00,Orange County,964,474,5527,6001,91356,4047,36,23,35,58,124,-16,2021,06
2021-06-30 00:00:00,Perquimans County,6,12,146,158,11568,965,1,0,3,3,53,-1,2021,06
2021-06-30 00:00:00,Polk County,26,21,413,434,18403,1797,5,1,18,19,19,10,2021,06
2021-06-30 00:00:00,Randolph County,75,73,1305,1378,122702,9669,10,-3,14,11,70,38,2021,06
2021-06-30 00:00:00,Robeson County,25,15,590,605,92577,4895,1,-2,3,1,10,52,2021,06
2021-06-30 00:00:00,Swain County,9,10,166,176,13683,1436,0,1,4,5,136,10,2021,06
2021-06-30 00:00:00,Transylvania County,64,35,634,669,27321,2249,4,0,11,11,36,22,2021,06
2021-06-30 00:00:00,Washington County,2,3,62,65,9448,667,0,0,2,2,-16,-1,2021,06
2021-02-28 00:00:00,Alexander County,17,21,304,325,33863,2773,2,-1,3,2,62,11,2021,02
2021-02-28 00:00:00,Buncombe County,741,506,6474,6980,196628,12372,7,9,52,61,-157,-15,2021,02
2021-02-28 00:00:00,Cabarrus County,343,156,2431,2587,160264,9193,-5,5,10,15,-150,70,2021,02
2021-02-28 00:00:00,Carteret County,78,52,827,879,58640,4092,1,3,11,14,-49,32,2021,02
2021-02-28 00:00:00,Caswell County,5,8,186,194,20898,1433,-1,0,8,8,220,68,2021,02
2021-02-28 00:00:00,Davie County,40,21,501,522,38998,3232,-1,-1,10,9,-16,-10,2021,02
