Date,Area Name,Electric,Plug-In Hybrid*,Hybrid,All Hybrids,Gas,Diesel,Electric: Difference,Plug-In Hybrid*: Difference,Hybrid: Difference,All Hybrids: Difference,Gas: Difference,Diesel: Difference,Year,Month
2021-10-31 00:00:00,Martin County,1,5,133,138,19294,1178,0,0,4,4,32,3,2021,10
2021-10-31 00:00:00,Montgomery County,20,12,239,251,23519,1785,-1,0,-4,-4,3,1,2021,10
2021-10-31 00:00:00,Moore County,248,124,2021,2145,85341,12642,11,2,25,27,130,88,2021,10
2021-10-31 00:00:00,Pitt County,171,107,1810,1917,116149,5613,13,2,11,13,135,74,2021,10
2021-10-31 00:00:00,Richmond County,16,11,278,289,35105,1909,1,1,5,6,11,-29,2021,10
2021-10-31 00:00:00,Surry County,47,36,631,667,67530,10234,0,-1,2,1,94,58,2021,10
2021-10-31 00:00:00,Vance County,23,16,331,347,35134,1854,-1,1,-2,-1,79,10,2021,10
2021-01-31 00:00:00,Alamance County,160,117,1884,2001,130051,7144,13,1,13,14,728,44,2021,01
2021-01-31 00:00:00,Caswell County,6,8,178,186,20678,1365,2,0,5,5,60,9,2021,01
2021-01-31 00:00:00,Cherokee County,10,20,232,252,25148,2007,1,0,6,6,132,36,2021,01
2021-01-31 00:00:00,Chowan County,13,2,124,126,11565,931,0,-1,0,-1,60,0,2021,01
2021-01-31 00:00:00,Granville County,43,34,577,611,48658,2659,7,0,11,11,182,29,2021,01
2021-01-31 00:00:00,Halifax County,16,6,284,290,42782,2062,2,0,-4,-4,184,8,2021,01
2021-01-31 00:00:00,Mecklenburg County,2673,1175,14307,15482,710581,33653,108,8,155,163,1932,141,2021,01
2021-01-31 00:00:00,Person County,16,13,360,373,37123,2453,2,0,8,8,159,14,2021,01
2021-01-31 00:00:00,Wayne County,46,35,801,836,90590,4971,4,1,-2,-1,405,31,2021,01
2021-01-31 00:00:00,Wilkes County,18,14,611,625,62169,4835,2,-1,9,8,223,42,2021,01
2021-01-31 00:00:00,Yadkin County,9,14,280,294,36181,3174,0,1,6,7,193,9,2021,01
2021-08-31 00:00:00,Craven County,89,75,1240,1315,79370,4334,8,5,14,19,3,12,2021,08
2021-08-31 00:00:00,Cumberland County,294,222,3015,3237,216852,9360,2,1,27,28,-397,18,2021,08
2021-08-31 00:00:00,Dare County,69,53,635,688,35385,2672,4,1,17,18,53,22,2021,08
2021-08-31 00:00:00,Duplin County,16,16,311,327,45466,4033,0,1,14,15,-4,23,2021,08
2021-08-31 00:00:00,Gaston County,235,120,1953,2073,163898,9175,8,4,15,19,-100,-22,2021,08
2021-08-31 00:00:00,Greene County,5,4,124,128,15149,1230,0,0,1,1,-22,36,2021,08
2021-08-31 00:00:00,Onslow County,126,121,1881,2002,129406,7497,1,4,40,44,-321,52,2021,08
2021-08-31 00:00:00,Perquimans County,8,13,138,151,11601,972,1,1,-5,-4,25,9,2021,08
2021-08-31 00:00:00,Polk County,33,23,420,443,18327,1815,2,1,1,2,-43,3,2021,08
2021-08-31 00:00:00,Richmond County,15,9,273,282,35088,1904,0,0,1,1,-89,0,2021,08
2021-08-31 00:00:00,Yancey County,13,19,274,293,18216,1700,2,0,2,2,-9,-2,2021,08
2021-02-28 00:00:00,Alamance County,162,120,1896,2016,130230,7188,2,3,12,15,179,44,2021,02
2021-02-28 00:00:00,Franklin County,47,47,696,743,53360,3476,-1,-2,-6,-8,110,44,2021,02
2021-02-28 00:00:00,Haywood County,54,45,727,772,53456,4192,2,1,6,7,-30,0,2021,02
2021-02-28 00:00:00,Henderson County,130,121,2051,2172,94708,6114,-4,0,23,23,-91,34,2021,02
2021-02-28 00:00:00,Northampton County,4,1,100,101,16594,1357,0,0,1,1,-9,7,2021,02
2021-02-28 00:00:00,Orange County,848,431,5332,5763,89645,3938,12,8,11,19,-160,-1,2021,02
2021-02-28 00:00:00,Richmond County,20,8,242,250,34465,1829,1,2,2,4,87,11,2021,02
2021-02-28 00:00:00,Rutherford County,26,33,566,599,54876,4049,2,1,8,9,43,-11,2021,02
2021-02-28 00:00:00,Wake County,4614,1864,22986,24850,759834,33746,7,12,178,190,-1846,-94,2021,02
2021-02-28 00:00:00,Warren County,13,12,120,132,16602,1034,-1,0,1,1,-30,24,2021,02
2020-05-01 00:00:00,Chowan County,9,3,116,119,11455,925,0,0,-2,-2,-14,-1,2020,05
2020-05-01 00:00:00,Cleveland County,23,21,612,633,81577,5118,-1,-1,8,7,180,11,2020,05
2020-05-01 00:00:00,Graham County,,3,47,50,6885,887,,0,1,1,-55,-3,2020,05
2020-05-01 00:00:00,Guilford County,545,358,6950,7308,354980,19839,3,-5,-74,-79,-2469,-265,2020,05
2020-05-01 00:00:00,Macon County,21,33,355,388,31576,2686,0,0,-8,-8,-199,-15,2020,05
2020-05-01 00:00:00,New Hanover County,299,180,3148,3328,153588,6990,-5,-1,-36,-37,-1144,-23,2020,05
2020-05-01 00:00:00,Pender County,19,35,657,692,49736,3417,-3,0,-6,-6,-309,-1,2020,05
2020-05-01 00:00:00,Person County,13,14,332,346,36966,2400,-1,1,4,5,-89,-24,2020,05
2020-05-01 00:00:00,Robeson County,10,10,524,534,88633,4471,-1,-1,5,4,-275,21,2020,05
2020-05-01 00:00:00,Warren County,11,11,111,122,16484,909,0,0,2,2,-102,-2,2020,05
2021-06-30 00:00:00,Avery County,16,2,144,146,16019,1668,1,0,5,5,84,25,2021,06
2021-06-30 00:00:00,Buncombe County,897,582,6815,7397,200806,12720,43,17,75,92,317,84,2021,06
2021-06-30 00:00:00,Carteret County,94,57,886,943,59849,4173,2,-1,20,19,165,26,2021,06
2021-06-30 00:00:00,Cumberland County,272,218,2932,3150,217755,9278,30,5,40,45,127,57,2021,06
2021-06-30 00:00:00,Franklin County,58,52,767,819,54941,3585,4,-1,23,22,35,12,2021,06
2021-06-30 00:00:00,Gaston County,213,114,1914,2028,163983,9187,10,5,41,46,311,78,2021,06
2021-06-30 00:00:00,Gates County,5,4,79,83,9920,858,0,0,2,2,-4,9,2021,06
2021-06-30 00:00:00,Granville County,57,40,599,639,49909,2747,5,4,-3,1,70,21,2021,06
2021-06-30 00:00:00,Wilkes County,25,17,660,677,63272,4956,4,0,8,8,-3,17,2021,06
2021-03-31 00:00:00,Anson County,2,,87,87,18914,1488,0,,-1,-2,231,16,2021,03
2021-03-31 00:00:00,Ashe County,15,13,238,251,25387,2547,4,0,12,12,330,45,2021,03
2021-03-31 00:00:00,Bertie County,1,2,83,85,16357,1213,0,0,-1,-1,261,13,2021,03
2021-03-31 00:00:00,Buncombe County,778,515,6602,7117,198548,12458,37,9,128,137,1920,86,2021,03
2021-03-31 00:00:00,Davie County,40,21,513,534,39423,3242,0,0,12,12,425,10,2021,03
2021-03-31 00:00:00,Madison County,28,17,314,331,20632,1996,0,1,9,10,328,24,2021,03
2021-03-31 00:00:00,Martin County,2,3,132,135,19285,1152,0,0,5,5,216,10,2021,03
2021-03-31 00:00:00,Randolph County,55,66,1258,1324,121631,9219,6,0,22,22,1213,104,2021,03
2021-03-31 00:00:00,Yancey County,8,18,251,269,17982,1649,1,1,8,9,164,22,2021,03
2019-03-01 00:00:00,Alexander County,5,16,298,314,33830,2542,0,1,5,6,381,33,2019,03
2019-03-01 00:00:00,Anson County,2,1,95,96,19053,1450,1,0,5,5,287,-2,2019,03
2019-03-01 00:00:00,Ashe County,10,11,197,208,25336,2382,0,0,3,3,237,17,2019,03
2019-03-01 00:00:00,Bladen County,4,4,156,160,27050,1871,0,0,3,3,335,17,2019,03
2019-03-01 00:00:00,Brunswick County,73,90,1904,1994,110144,4696,5,3,6,9,1395,126,2019,03
2019-03-01 00:00:00,Camden County,2,4,95,99,9059,773,0,-1,0,-1,113,18,2019,03
2019-03-01 00:00:00,Columbus County,1,5,256,261,43151,2887,0,-1,5,4,534,38,2019,03
2019-03-01 00:00:00,Duplin County,7,10,243,253,44791,3636,0,1,2,3,576,36,2019,03
2019-03-01 00:00:00,Halifax County,6,8,252,260,42558,2045,0,0,3,3,537,39,2019,03
2019-03-01 00:00:00,Haywood County,31,46,630,676,52035,3916,1,0,8,8,672,41,2019,03
2019-03-01 00:00:00,Hyde County,5,,20,20,3716,496,1,,0,0,1,3,2019,03
2019-03-01 00:00:00,McDowell County,8,18,326,344,39347,2450,0,-1,4,3,405,21,2019,03
2019-03-01 00:00:00,Mitchell County,5,5,127,132,14446,1109,1,-2,3,1,119,9,2019,03
2019-03-01 00:00:00,Person County,10,9,329,338,36920,2373,1,-1,5,4,508,113,2019,03
2019-03-01 00:00:00,Randolph County,29,64,1091,1155,120717,9155,1,0,16,16,1491,82,2019,03
2019-03-01 00:00:00,Rockingham County,11,37,593,630,77246,4671,0,3,13,16,1028,26,2019,03
2019-03-01 00:00:00,Stanly County,13,26,344,370,52320,4305,0,2,0,2,864,85,2019,03
2019-03-01 00:00:00,Warren County,13,10,116,126,16657,888,1,1,2,3,270,9,2019,03
2019-03-01 00:00:00,Wilkes County,9,11,525,536,61695,4669,0,0,6,6,852,77,2019,03
2019-03-01 00:00:00,Wilson County,14,19,479,498,61090,3951,0,-1,8,7,989,152,2019,03
2020-01-31 00:00:00,Buncombe County,572,473,6276,6749,200805,12296,26,10,76,86,1204,125,2020,01
2020-01-31 00:00:00,Cabarrus County,268,142,2322,2464,160951,9035,19,0,7,7,1389,50,2020,01
2020-01-31 00:00:00,Camden County,3,7,114,121,9212,826,0,0,2,2,57,5,2020,01
2020-01-31 00:00:00,Caswell County,2,5,161,166,21009,1293,0,0,3,3,127,11,2020,01
2020-01-31 00:00:00,Cherokee County,8,20,199,219,25332,1886,1,0,1,1,158,6,2020,01
2020-01-31 00:00:00,Clay County,3,13,169,182,10036,830,0,1,-2,-1,38,23,2020,01
2020-01-31 00:00:00,Craven County,38,54,1081,1135,77762,3802,0,0,7,7,480,51,2020,01
2020-01-31 00:00:00,Currituck County,12,10,307,317,24389,2291,1,-1,9,8,212,32,2020,01
2020-01-31 00:00:00,Franklin County,28,39,655,694,52584,3263,1,3,14,17,513,25,2020,01
2020-01-31 00:00:00,Granville County,30,35,540,575,48873,2597,3,1,9,10,186,34,2020,01
2020-01-31 00:00:00,Guilford County,518,358,7079,7437,360805,20687,31,8,60,68,2369,25,2020,01
2020-01-31 00:00:00,Halifax County,9,8,262,270,42674,2049,0,0,0,0,174,2,2020,01
2020-01-31 00:00:00,Perquimans County,3,8,139,147,11255,918,0,0,0,0,47,-15,2020,01
2020-01-31 00:00:00,Person County,13,13,335,348,37325,2560,-1,0,6,6,189,0,2020,01
2020-01-31 00:00:00,Pitt County,86,76,1582,1658,112094,5150,3,1,5,6,613,2,2020,01
2020-01-31 00:00:00,Polk County,12,18,375,393,18344,1669,1,0,9,9,40,16,2020,01
2020-01-31 00:00:00,Rowan County,48,72,1194,1266,114265,9778,0,-1,17,16,646,88,2020,01
2020-01-31 00:00:00,Stokes County,6,15,371,386,44478,3190,-1,0,4,4,250,37,2020,01
2020-01-31 00:00:00,Surry County,23,24,566,590,66541,10294,3,0,5,5,310,88,2020,01
2020-07-01 00:00:00,Alleghany County,4,3,93,96,10558,1292,0,0,-1,-1,-23,19,2020,07
2020-07-01 00:00:00,Bertie County,1,3,86,89,16019,1209,0,1,-2,-1,103,6,2020,07
2020-07-01 00:00:00,Cumberland County,136,161,2595,2756,209364,8864,4,-3,24,21,280,74,2020,07
2020-07-01 00:00:00,Dare County,40,45,535,580,33342,2467,0,0,11,11,-16,0,2020,07
2020-07-01 00:00:00,Davie County,29,22,479,501,38604,3165,2,-1,15,14,27,18,2020,07
2020-07-01 00:00:00,Duplin County,8,11,238,249,44519,3793,1,1,-1,0,238,16,2020,07
2020-07-01 00:00:00,Johnston County,126,128,1927,2055,153837,9428,11,-4,1,-3,216,37,2020,07
2020-07-01 00:00:00,Madison County,20,18,271,289,20226,1929,0,-1,4,3,6,2,2020,07
2020-07-01 00:00:00,Martin County,1,5,118,123,19012,1128,0,0,0,0,52,1,2020,07
2020-07-01 00:00:00,Nash County,31,23,615,638,76381,5192,3,-1,11,10,214,25,2020,07
2020-07-01 00:00:00,Northampton County,2,,101,101,16619,1296,0,,-1,-1,96,-13,2020,07
2020-07-01 00:00:00,Orange County,693,419,5066,5485,88728,3830,9,0,5,5,-156,22,2020,07
2020-07-01 00:00:00,Pamlico County,7,11,126,137,10619,884,0,3,-6,-3,9,-2,2020,07
2020-07-01 00:00:00,Rockingham County,22,38,624,662,77387,4744,0,0,2,2,146,-29,2020,07
2020-07-01 00:00:00,Rutherford County,20,30,558,588,54481,3902,1,-1,1,0,24,13,2020,07
2020-07-01 00:00:00,Sampson County,10,8,279,287,52838,4410,1,-2,2,0,187,44,2020,07
2020-07-01 00:00:00,Swain County,5,6,152,158,13363,1384,0,0,-2,-2,-26,15,2020,07
2020-07-01 00:00:00,Transylvania County,43,28,587,615,27017,2081,1,2,-4,-2,-12,-4,2020,07
2020-02-29 00:00:00,Beaufort County,17,13,460,473,39600,3148,-1,0,2,2,-27,17,2020,02
2020-02-29 00:00:00,Camden County,3,7,120,127,9229,826,0,0,6,6,17,0,2020,02
2020-02-29 00:00:00,Chatham County,268,163,2102,2265,64424,4195,3,0,5,5,103,-2,2020,02
2020-02-29 00:00:00,Clay County,3,13,170,183,10027,828,0,0,1,1,-9,-2,2020,02
2020-02-29 00:00:00,Cleveland County,21,23,597,620,82091,5126,0,0,-2,-2,145,-18,2020,02
2020-02-29 00:00:00,Franklin County,30,41,655,696,52849,3276,2,2,0,2,265,13,2020,02
2020-02-29 00:00:00,Greene County,1,2,113,115,14945,1085,0,0,-2,-2,5,-9,2020,02
2020-02-29 00:00:00,Hyde County,5,,26,26,3700,521,0,,0,0,-34,-4,2020,02
2020-02-29 00:00:00,Jones County,2,3,57,60,8492,624,0,0,0,0,4,-2,2020,02
2020-02-29 00:00:00,Lee County,28,29,651,680,47213,2759,-1,-1,1,0,59,2,2020,02
2020-02-29 00:00:00,Martin County,1,6,117,123,19303,1181,0,0,-2,-2,-51,-5,2020,02
2020-02-29 00:00:00,Moore County,98,92,1707,1799,82699,11546,0,6,3,9,44,-374,2020,02
2020-02-29 00:00:00,Onslow County,53,91,1564,1655,127402,6849,3,-2,1,-1,23,1,2020,02
2020-02-29 00:00:00,Orange County,669,423,5189,5612,92226,3904,1,2,11,13,-76,-24,2020,02
2020-02-29 00:00:00,Rutherford County,19,29,553,582,55326,3868,1,1,6,7,35,-13,2020,02
2020-02-29 00:00:00,Watauga County,43,30,595,625,36311,2912,0,2,6,8,-39,-26,2020,02
2020-02-29 00:00:00,Yancey County,7,17,228,245,17853,1604,0,0,2,2,-50,0,2020,02
2021-09-30 00:00:00,Bladen County,9,4,177,181,27466,2072,0,-1,0,-1,78,33,2021,09
2021-09-30 00:00:00,Chatham County,474,206,2282,2488,65613,4499,9,9,24,33,38,1,2021,09
2021-09-30 00:00:00,Dare County,71,55,637,692,35450,2701,2,2,2,4,65,29,2021,09
2021-09-30 00:00:00,Durham County,1370,651,8280,8931,199849,6557,57,11,16,27,-297,10,2021,09
2021-09-30 00:00:00,Forsyth County,548,354,5473,5827,271198,14503,28,19,50,69,-483,64,2021,09
2021-09-30 00:00:00,Gates County,6,4,85,89,9916,855,0,0,2,2,-26,1,2021,09
2021-09-30 00:00:00,Greene County,5,3,123,126,15103,1238,0,-1,-1,-2,-46,8,2021,09
2021-09-30 00:00:00,Halifax County,23,11,324,335,43360,2198,1,1,1,2,-37,12,2021,09
2021-09-30 00:00:00,Haywood County,77,67,796,863,54406,4257,0,4,8,12,-72,0,2021,09
2021-09-30 00:00:00,Hoke County,37,23,471,494,39808,2274,7,2,1,3,10,-48,2021,09
2021-09-30 00:00:00,Hyde County,3,3,25,28,3595,506,0,0,0,0,-13,-1,2021,09
2021-09-30 00:00:00,Onslow County,128,121,1924,2045,129340,7543,2,0,43,43,-66,46,2021,09
2021-09-30 00:00:00,Sampson County,14,15,333,348,54256,4880,0,-1,3,2,77,36,2021,09
2021-09-30 00:00:00,Surry County,47,37,629,666,67436,10176,1,0,3,3,64,100,2021,09
2021-09-30 00:00:00,Tyrrell County,,2,25,27,2838,313,,0,-1,-1,20,-19,2021,09
2021-09-30 00:00:00,Yancey County,13,20,278,298,18209,1695,0,1,4,5,-7,-5,2021,09
2021-05-31 00:00:00,Beaufort County,30,15,493,508,40216,3358,3,-1,0,-1,107,24,2021,05
2021-05-31 00:00:00,Bladen County,7,3,170,173,27470,1992,0,0,0,0,109,13,2021,05
2021-05-31 00:00:00,Catawba County,140,115,1751,1866,139106,9892,2,5,34,39,384,58,2021,05
2021-05-31 00:00:00,Currituck County,33,14,317,331,25556,2452,3,0,5,5,145,28,2021,05
2021-05-31 00:00:00,Edgecombe County,21,12,246,258,37509,1671,1,0,4,4,151,-9,2021,05
2021-05-31 00:00:00,Franklin County,54,53,744,797,54906,3573,-1,4,22,26,151,40,2021,05
2021-05-31 00:00:00,Haywood County,63,50,761,811,54468,4286,2,3,7,10,56,18,2021,05
2021-05-31 00:00:00,Jones County,2,5,48,53,8484,674,0,0,0,0,50,10,2021,05
2021-05-31 00:00:00,Madison County,32,16,326,342,20952,2030,2,-1,6,5,91,24,2021,05
2021-05-31 00:00:00,Moore County,184,110,1885,1995,84831,12264,8,2,20,22,474,73,2021,05
2021-05-31 00:00:00,Northampton County,3,3,105,108,16956,1393,0,0,4,4,47,9,2021,05
2021-05-31 00:00:00,Orange County,928,451,5492,5943,91232,4063,20,4,61,65,351,48,2021,05
2021-05-31 00:00:00,Polk County,21,20,395,415,18384,1787,2,1,4,5,87,17,2021,05
2021-05-31 00:00:00,Union County,641,233,2895,3128,182694,12982,20,7,47,54,839,60,2021,05
2021-05-31 00:00:00,Yancey County,11,18,260,278,18201,1676,0,0,5,5,-21,21,2021,05
2020-11-01 00:00:00,Alleghany County,3,6,93,99,10630,1338,0,1,1,2,-12,16,2020,11
2020-11-01 00:00:00,Camden County,4,7,131,138,9261,885,0,0,-4,-4,-42,-3,2020,11
2020-11-01 00:00:00,Columbus County,4,7,261,268,42461,3012,1,1,-7,-6,-190,-12,2020,11
2020-11-01 00:00:00,Currituck County,21,12,314,326,24589,2304,1,1,6,7,65,8,2020,11
2020-11-01 00:00:00,Davidson County,57,83,1330,1413,137689,18811,5,2,8,10,-106,7,2020,11
2020-11-01 00:00:00,Forsyth County,345,261,4877,5138,265041,13909,4,10,17,27,-449,78,2020,11
2020-11-01 00:00:00,Granville County,34,37,552,589,48373,2613,-2,-1,-2,-3,-31,1,2020,11
2020-11-01 00:00:00,Harnett County,72,75,1083,1158,92607,5785,2,6,8,14,-145,4,2020,11
2020-11-01 00:00:00,Hyde County,3,,24,24,3515,514,0,,0,0,-30,-4,2020,11
2020-11-01 00:00:00,Richmond County,17,7,231,238,34172,1795,2,-1,-2,-3,-134,10,2020,11
2020-11-01 00:00:00,Robeson County,15,12,525,537,89340,4597,3,0,-12,-12,-291,28,2020,11
2020-11-01 00:00:00,Rockingham County,26,35,642,677,77336,4859,-1,0,10,10,-187,22,2020,11
2020-11-01 00:00:00,Stanly County,20,31,385,416,52955,4545,1,2,2,4,-58,22,2020,11
2020-11-01 00:00:00,Stokes County,8,20,393,413,43564,3191,1,1,3,4,-124,14,2020,11
2020-11-01 00:00:00,Wake County,4215,1809,22293,24102,756502,33378,41,23,114,137,-674,3,2020,11
2020-11-01 00:00:00,Yadkin County,9,13,269,282,36021,3137,0,-1,-1,-2,-78,2,2020,11
2021-05-31 00:00:00,Anson County,2,,91,91,19133,1533,0,,2,2,59,22,2021,05
2021-05-31 00:00:00,Burke County,47,42,767,809,74982,4591,2,0,4,4,27,6,2021,05
2021-05-31 00:00:00,Forsyth County,448,299,5276,5575,272446,14233,15,16,125,141,958,121,2021,05
2021-05-31 00:00:00,McDowell County,27,26,391,417,40296,2683,1,1,10,11,122,9,2021,05
2021-05-31 00:00:00,Mitchell County,9,7,135,142,14610,1156,0,0,1,1,42,4,2021,05
2021-05-31 00:00:00,Montgomery County,19,9,226,235,23336,1740,0,0,6,6,107,23,2021,05
2021-05-31 00:00:00,Pitt County,134,93,1784,1877,116180,5449,-3,6,33,39,210,41,2021,05
2021-05-31 00:00:00,Randolph County,65,76,1291,1367,122632,9631,4,4,23,27,396,323,2021,05
2021-05-31 00:00:00,Robeson County,24,17,587,604,92567,4843,3,-1,16,15,493,37,2021,05
2021-05-31 00:00:00,Rockingham County,31,36,694,730,79483,4945,0,1,20,21,205,1,2021,05
2021-05-31 00:00:00,Rutherford County,31,35,594,629,56062,4154,2,3,6,9,241,34,2021,05
2021-05-31 00:00:00,Watauga County,84,49,677,726,35771,2999,0,3,13,16,227,3,2021,05
2021-05-31 00:00:00,Wilson County,40,28,553,581,62326,4117,3,0,5,5,168,-13,2021,05
2019-01-01 00:00:00,Alleghany County,2,4,88,92,10493,1238,0,0,4,4,21,-3,2019,01
2019-01-01 00:00:00,Gaston County,75,89,1613,1702,156999,7390,11,4,7,11,918,82,2019,01
2019-01-01 00:00:00,Graham County,,2,41,43,6763,901,,0,0,0,-7,-18,2019,01
2019-01-01 00:00:00,Haywood County,30,45,625,670,51037,3872,2,1,-6,-5,350,34,2019,01
2019-01-01 00:00:00,Henderson County,57,112,1807,1919,92716,5722,3,4,21,25,645,45,2019,01
2019-01-01 00:00:00,Lenoir County,11,10,297,307,41025,3078,1,0,-7,-7,289,18,2019,01
2019-01-01 00:00:00,Nash County,18,19,581,600,74250,5107,0,1,3,4,539,49,2019,01
2019-01-01 00:00:00,New Hanover County,184,137,3076,3213,151647,6643,22,5,58,63,1318,73,2019,01
2019-01-01 00:00:00,Pender County,9,30,622,652,48520,3110,-1,-2,11,9,248,42,2019,01
2019-01-01 00:00:00,Person County,9,10,329,339,36239,2234,2,1,11,12,157,28,2019,01
2019-01-01 00:00:00,Union County,214,167,2507,2674,172203,11209,25,4,8,12,1239,113,2019,01
2019-01-01 00:00:00,Yancey County,5,8,207,215,17348,1520,-1,3,2,5,106,12,2019,01
2019-07-01 00:00:00,Bertie County,1,1,87,88,15883,1211,0,0,3,3,48,13,2019,07
2019-07-01 00:00:00,Cherokee County,5,19,202,221,24999,1882,1,2,-4,-2,97,6,2019,07
2019-07-01 00:00:00,Davidson County,35,71,1235,1306,138419,18874,1,0,1,1,177,181,2019,07
2019-07-01 00:00:00,Edgecombe County,6,7,204,211,35901,1636,1,-1,-7,-8,122,37,2019,07
2019-07-01 00:00:00,Mecklenburg County,1505,1072,14715,15787,727753,31179,70,-2,112,110,2799,50,2019,07
2019-07-01 00:00:00,Montgomery County,6,9,192,201,22705,1598,1,0,1,1,8,1,2019,07
2019-07-01 00:00:00,Onslow County,39,91,1495,1586,126863,6695,6,5,-5,0,405,32,2019,07
2019-07-01 00:00:00,Orange County,550,403,5083,5486,91513,3827,20,17,45,62,232,25,2019,07
2019-07-01 00:00:00,Pasquotank County,10,18,292,310,29470,1857,1,0,-3,-3,28,-5,2019,07
2019-07-01 00:00:00,Person County,12,11,325,336,37045,2506,-1,1,-4,-3,61,17,2019,07
2019-07-01 00:00:00,Pitt County,68,73,1534,1607,110234,5078,1,1,15,16,444,23,2019,07
2019-07-01 00:00:00,Tyrrell County,,1,23,24,2698,288,,0,-1,-1,-6,-2,2019,07
2021-03-31 00:00:00,Brunswick County,183,130,2211,2341,120436,5328,11,1,56,57,1401,85,2021,03
2021-03-31 00:00:00,Chatham County,388,173,2154,2327,64739,4399,17,1,40,41,473,27,2021,03
2021-03-31 00:00:00,Chowan County,15,4,137,141,11702,953,2,1,5,6,140,10,2021,03
2021-03-31 00:00:00,Graham County,1,4,52,56,7041,763,0,0,2,2,118,5,2021,03
2021-03-31 00:00:00,Granville County,45,35,592,627,49345,2683,2,2,12,14,737,26,2021,03
2021-03-31 00:00:00,McDowell County,24,24,382,406,39981,2632,7,1,4,5,413,39,2021,03
2021-03-31 00:00:00,Nash County,37,24,685,709,78297,5315,1,-1,16,15,1050,9,2021,03
2021-03-31 00:00:00,Orange County,871,431,5396,5827,90367,3986,23,0,64,64,722,48,2021,03
2021-03-31 00:00:00,Person County,18,12,376,388,37510,2478,1,-1,14,13,422,23,2021,03
2021-03-31 00:00:00,Robeson County,21,16,569,585,91220,4789,2,1,26,27,1418,90,2021,03
2021-03-31 00:00:00,Rowan County,84,86,1238,1324,114093,10092,8,4,17,21,1281,94,2021,03
2021-03-31 00:00:00,Sampson County,9,12,305,317,53817,4691,2,3,14,17,641,36,2021,03
2020-08-01 00:00:00,Ashe County,11,13,217,230,24910,2452,1,0,4,4,-3,7,2020,08
2020-08-01 00:00:00,Chowan County,9,3,115,118,11387,905,0,0,1,1,-40,-16,2020,08
2020-08-01 00:00:00,Cumberland County,142,164,2616,2780,209136,8649,6,3,21,24,-228,-215,2020,08
2020-08-01 00:00:00,Dare County,42,46,534,580,33334,2476,2,1,-1,0,-8,9,2020,08
2020-08-01 00:00:00,Duplin County,9,12,246,258,44422,3830,1,1,8,9,-97,37,2020,08
2020-08-01 00:00:00,Edgecombe County,14,9,212,221,36125,1599,1,1,1,2,48,2,2020,08
2020-08-01 00:00:00,Gaston County,144,88,1729,1817,157652,8697,5,-1,23,22,-204,77,2020,08
2020-08-01 00:00:00,Montgomery County,12,10,192,202,22657,1595,-1,0,-2,-2,-66,12,2020,08
2020-08-01 00:00:00,Rockingham County,21,35,623,658,77299,4775,-1,-3,-1,-4,-88,31,2020,08
2020-08-01 00:00:00,Wake County,3882,1776,21834,23610,752213,32993,77,-10,134,124,-1798,115,2020,08
2020-08-01 00:00:00,Warren County,11,13,117,130,16435,916,-1,0,1,1,-44,7,2020,08
2020-12-01 00:00:00,Alleghany County,3,7,92,99,10653,1346,0,1,-1,0,23,8,2020,12
2020-12-01 00:00:00,Cabarrus County,334,143,2388,2531,159188,9078,17,3,20,23,443,32,2020,12
2020-12-01 00:00:00,Davie County,36,22,492,514,38853,3223,4,1,1,2,143,6,2020,12
2020-12-01 00:00:00,Halifax County,14,6,287,293,42529,2052,2,0,3,3,15,22,2020,12
2020-12-01 00:00:00,Hoke County,21,18,380,398,37986,2151,0,0,6,6,77,10,2020,12
2020-12-01 00:00:00,Moore County,143,100,1729,1829,82282,12118,6,1,6,7,106,58,2020,12
2020-12-01 00:00:00,Pitt County,117,75,1664,1739,112773,5264,3,0,18,18,81,-16,2020,12
2020-12-01 00:00:00,Robeson County,16,11,523,534,89237,4637,1,-1,-2,-3,-103,40,2020,12
2020-12-01 00:00:00,Scotland County,7,8,175,183,24059,945,1,0,2,2,15,7,2020,12
2020-12-01 00:00:00,Transylvania County,55,26,612,638,27022,2170,1,-1,0,-1,41,21,2020,12
2020-12-01 00:00:00,Wilson County,31,24,514,538,60786,4064,0,2,-3,-1,-193,6,2020,12
2019-04-01 00:00:00,Bertie County,1,1,81,82,15839,1178,0,0,-1,-1,0,0,2019,04
2019-04-01 00:00:00,Caldwell County,22,28,574,602,70569,4691,1,-1,-5,-6,424,29,2019,04
2019-04-01 00:00:00,Gaston County,88,100,1682,1782,159932,7571,6,6,19,25,106,35,2019,04
2019-04-01 00:00:00,Hyde County,5,,22,22,3723,513,0,,2,2,7,17,2019,04
2019-04-01 00:00:00,Lincoln County,38,55,764,819,71628,4978,2,0,19,19,59,17,2019,04
2019-04-01 00:00:00,Madison County,13,12,282,294,20827,1851,0,0,11,11,96,4,2019,04
2019-04-01 00:00:00,McDowell County,8,18,321,339,39506,2467,0,0,-5,-5,159,17,2019,04
2019-04-01 00:00:00,Montgomery County,5,9,192,201,22642,1581,0,0,-2,-2,8,0,2019,04
2019-04-01 00:00:00,Rutherford County,14,27,528,555,54367,3714,0,2,0,2,193,19,2019,04
2019-04-01 00:00:00,Stanly County,13,26,350,376,52535,4326,0,0,6,6,215,21,2019,04
